Date,Open,High,Low,Close,Volume,Adj Close
2007-04-16,94.989998,97.660004,93.910004,94.580002,10357300,80.073418
2007-04-09,96.43,96.940002,94.529999,94.93,5499400,80.369736
2007-04-02,94.510002,96.75,94.059998,96.519997,4799400,81.715858
2007-03-26,95.00,95.25,93.57,94.260002,6808500,79.802498
2007-03-19,93.949997,95.809998,93.389999,95.029999,5381300,80.454399
2007-03-12,93.290001,94.470001,92.099998,93.25,7284600,78.947411
2007-03-05,90.25,94.849998,90.099998,93.279999,8701000,78.972809
2007-02-26,97.860001,97.860001,88.769997,90.900002,10485400,76.957855
2007-02-20,98.660004,99.50,97.410004,97.730003,5170600,82.74028
2007-02-12,98.800003,99.519997,97.800003,98.989998,5409500,83.807014
2007-02-05,99.169998,100.440002,97.809998,98.550003,6933600,83.434509
2007-01-29,97.699997,99.730003,97.449997,99.169998,6834400,83.707146
2007-01-22,96.419998,97.919998,96.120003,97.449997,8309800,82.255333
2007-01-16,99.400002,100.900002,94.550003,96.169998,14618700,81.174919
2007-01-08,98.50,100.330002,97.93,99.339996,8966000,83.850639
2007-01-03,97.18,98.790001,96.260002,97.419998,8980800,82.230011
2006-12-26,95.00,97.879997,94.919998,97.150002,3951900,82.002113
2006-12-18,94.949997,96.50,94.800003,95.25,4801900,80.398369
2006-12-11,93.720001,95.800003,93.300003,95.300003,6082900,80.440575
2006-12-04,92.50,94.870003,92.25,93.860001,5758400,79.225098
2006-11-27,92.709999,93.239998,90.43,91.25,5557000,77.022057
2006-11-20,93.599998,93.800003,92.800003,93.349998,3389900,78.794617
2006-11-13,91.550003,94.050003,91.410004,93.809998,4765300,79.182892
2006-11-06,91.50,93.400002,91.50,91.760002,5891300,77.452538
2006-10-30,89.800003,92.68,89.800003,91.410004,6021700,76.907555
2006-10-23,90.050003,92.00,90.010002,90.760002,7007400,76.360672
2006-10-16,86.080002,92.040001,85.75,90.480003,13573200,76.125099
2006-10-09,83.139999,86.209999,83.00,86.080002,5372800,72.423172
2006-10-02,81.760002,83.779999,81.559998,83.139999,5147700,69.949608
2006-09-25,81.650002,82.790001,81.279999,81.940002,5131600,68.939995
2006-09-18,82.559998,83.790001,81.010002,81.209999,6058000,68.325806
2006-09-11,80.599998,83.589996,80.25,82.940002,5485100,69.781342
2006-09-05,81.190002,81.540001,79.309998,80.660004,4027000,67.863068
2006-08-28,79.910004,81.68,79.760002,81.410004,4447300,68.49408
2006-08-21,79.510002,80.00,78.419998,79.879997,3612000,67.20681
2006-08-14,76.050003,79.970001,75.599998,79.900002,5860700,67.22364
